ts,rtt,pkgLossRat,dlThroughput,ulThroughput,dnsLatency,dnsSuccessRate,rsrp,rsrq,snr,mimoLayer,mcs,rat,cid,label
16:45:45,189.1,0.0,2.3,4.8,24.0,91.0,-78,-9,10,2,9,14,275,0
16:45:46,187.6,0.0,5.6,2.6,22.5,99.7,-75,-2,13,2,20,14,275,0
16:45:47,166.6,0.0,8.1,0.3,25.0,91.0,-77,-5,13,2,20,14,275,0
16:45:48,235.6,0.0,15.3,0.4,26.6,90.0,-81,-9,13,2,20,14,275,0
16:45:49,309.4,0.0,20.1,0.4,25.0,91.0,-79,-13,14,2,20,14,275,0
16:45:50,226.6,0.0,17.6,0.4,24.8,99.6,-75,-10,17,2,19,14,275,0
16:45:51,187.1,0.0,14.2,0.3,26.0,91.0,-77,-13,15,2,19,14,275,0
16:45:52,145.0,0.0,6.8,0.2,27.3,100.1,-80,-9,14,2,19,14,275,0
16:45:53,104.8,0.0,0.4,0.1,26.0,92.0,-78,-7,15,2,19,14,275,0
16:45:54,110.7,0.0,1.6,0.2,24.6,95.1,-82,-3,16,2,19,14,275,0
16:45:55,118.0,0.0,3.2,0.3,26.0,92.0,-79,-13,11,2,17,14,275,0
16:45:56,103.1,0.0,1.8,0.3,24.9,95.4,-77,-9,9,2,17,14,275,0
16:45:57,96.1,0.0,0.3,0.2,26.0,92.0,-76,-7,13,2,17,14,275,0
16:45:58,70.4,0.0,0.3,0.1,27.5,91.2,-84,-16,11,2,20,14,275,0
16:45:59,60.1,0.0,0.4,0.1,26.0,92.0,-79,-12,13,2,20,14,275,0
16:46:00,83.9,0.0,2.9,0.4,28.8,94.5,-81,-3,12,2,20,14,275,0
16:46:01,102.1,0.0,5.3,0.8,30.0,95.0,-77,-6,13,2,20,14,275,0
16:46:02,107.8,0.0,7.3,0.5,31.6,89.9,-73,-8,16,2,20,14,275,0
16:46:03,135.8,0.0,10.3,0.2,29.0,95.0,-74,-11,15,2,18,14,275,0
16:46:04,115.2,0.0,5.8,0.2,28.5,101.0,-76,-13,12,2,18,14,275,0
16:46:05,87.3,0.0,0.6,0.2,29.0,95.0,-75,-6,11,2,16,14,275,0
16:46:06,107.1,0.0,0.9,0.2,29.0,88.4,-65,-7,32,2,13,14,275,0
16:46:07,146.0,0.0,1.2,0.2,29.0,95.0,-65,-6,34,2,13,14,275,0
