ts,rtt,pkgLossRat,dlThroughput,ulThroughput,dnsLatency,dnsSuccessRate,rsrp,rsrq,snr,mimoLayer,mcs,rat,cid,label
20:10:15,0.0,0.0,1.3,0.7,270.0,66.0,-78,-11,11,2,6,20,244,0
20:10:16,0.0,0.0,1.1,0.7,248.1,72.3,-71,-7,7,4,6,20,244,0
20:10:17,0.0,0.0,0.8,0.6,270.0,66.0,-73,-10,7,4,6,20,244,0
20:10:18,0.0,0.0,0.8,0.7,287.4,65.3,-77,-14,7,4,6,20,244,0
20:10:19,0.0,0.0,0.8,0.7,270.0,66.0,-77,-11,9,3,7,20,244,0
20:10:20,0.0,0.0,0.8,0.7,262.1,72.2,-75,-8,7,1,5,20,244,0
20:10:21,0.0,0.0,0.7,0.7,270.0,66.0,-77,-11,5,1,5,20,244,0
20:10:22,0.0,0.0,0.7,0.8,283.2,72.2,-80,-7,4,1,5,20,244,0
20:10:23,0.0,0.0,0.8,0.7,270.0,66.0,-81,-11,7,2,6,20,244,0
20:10:24,34.9,0.0,0.7,0.8,255.3,68.2,-85,-7,8,2,6,20,244,0
20:10:25,70.3,0.0,0.7,0.8,270.0,66.0,-84,-10,21,2,3,20,244,0
20:10:26,61.1,0.0,0.7,0.8,258.6,68.4,-82,-6,19,2,3,20,244,0
20:10:27,56.8,0.0,0.6,0.8,270.0,66.0,-79,-10,26,2,4,20,244,0
20:10:28,25.6,0.0,0.7,0.8,285.2,65.5,-81,-14,24,2,5,20,244,0
20:10:29,0.0,0.0,0.8,0.7,270.0,66.0,-76,-10,26,2,5,20,244,0
20:10:30,0.0,0.0,0.7,0.8,277.3,66.7,-82,-7,20,2,8,20,244,0
20:10:31,0.0,0.0,0.6,0.8,270.0,66.0,-78,-10,21,2,8,20,244,0
20:10:32,0.0,0.0,0.6,0.8,289.1,62.5,-74,-12,24,2,8,20,244,0
20:10:33,0.0,0.0,0.6,0.8,270.0,66.0,-77,-10,26,2,7,20,244,0
20:10:34,24.5,0.0,0.7,0.8,264.9,70.1,-79,-12,23,2,7,20,244,0
20:10:35,47.5,0.0,0.6,0.7,270.0,66.0,-82,-10,20,2,9,20,244,0
20:10:36,21.8,0.0,0.6,0.7,270.1,61.4,-107,-11,7,2,6,20,244,0
20:10:37,0.0,0.0,0.6,0.8,270.0,66.0,-107,-10,9,2,6,20,244,0
20:10:38,0.0,0.0,0.6,0.7,249.4,72.1,-114,-11,7,2,0,20,244,0
20:10:39,0.0,0.0,0.6,0.7,270.0,66.0,-113,-11,6,2,0,20,244,0
20:10:40,0.0,0.0,0.7,0.8,267.3,63.0,-114,-7,3,2,0,20,244,0
20:10:41,0.0,0.0,0.7,0.8,270.0,66.0,-75,-2,28,1,25,14,48,0
20:10:42,0.0,0.0,0.6,0.7,289.3,69.4,-78,-1,28,1,16,14,48,0
