ts,rtt,pkgLossRat,dlThroughput,ulThroughput,dnsLatency,dnsSuccessRate,rsrp,rsrq,snr,mimoLayer,mcs,rat,cid,label
19:23:25,41.2,0.0,0.1,0.0,29.0,86.0,-65,-10,6,1,4,20,55,0
19:23:26,52.6,0.0,0.0,0.0,26.6,94.2,-58,-7,16,2,0,20,55,0
19:23:27,58.5,0.0,0.0,0.0,29.0,86.0,-60,-10,16,2,0,20,55,0
19:23:28,106.0,0.0,0.0,0.0,30.9,85.0,-64,-14,16,2,0,20,55,0
19:23:29,155.7,0.0,0.0,0.1,29.0,86.0,-64,-10,13,2,5,20,55,0
19:23:30,71.1,0.0,0.3,0.2,28.2,94.1,-58,-7,16,2,2,20,55,0
19:23:31,0.0,0.0,0.6,0.3,29.0,86.0,-60,-10,14,2,2,20,55,0
19:23:32,0.0,0.0,2.9,2.7,30.4,94.0,-63,-6,13,2,2,20,55,0
19:23:33,0.0,0.0,5.6,4.9,29.0,86.0,-58,-10,19,1,2,20,55,0
19:23:34,0.0,0.0,3.1,3.1,27.4,88.9,-62,-6,20,1,2,20,55,0
19:23:35,0.0,0.0,1.1,1.4,29.0,86.0,-69,-11,3,1,3,20,55,0
19:23:36,0.0,0.0,1.3,1.4,27.8,89.1,-67,-7,1,1,3,20,55,0
19:23:37,0.0,0.0,1.4,1.4,29.0,86.0,-66,-10,9,2,4,20,55,0
19:23:38,0.0,0.0,1.5,1.5,30.6,85.3,-66,-14,9,2,2,20,55,0
19:23:39,0.0,0.0,1.4,1.5,29.0,86.0,-61,-10,11,2,2,20,55,0
19:23:40,0.0,0.0,1.5,1.7,29.8,86.9,-68,-7,10,1,3,20,55,0
19:23:41,0.0,0.0,1.4,1.7,29.0,86.0,-64,-10,11,1,3,20,55,0
19:23:42,0.0,0.0,1.2,1.7,31.0,81.4,-60,-12,14,1,3,20,55,0
19:23:43,0.0,0.0,1.2,1.7,29.0,86.0,-67,-11,13,1,6,20,55,0
19:23:44,0.0,0.0,1.4,1.7,28.5,91.4,-69,-13,10,1,6,20,55,0
19:23:45,0.0,0.0,1.4,1.6,29.0,86.0,-61,-10,14,1,4,20,55,0
19:23:46,0.0,0.0,1.4,1.5,29.0,80.0,-61,-11,11,1,8,20,55,0
19:23:47,0.0,0.0,1.4,1.6,29.0,86.0,-61,-10,13,1,8,20,55,0
19:23:48,0.0,0.0,1.4,1.4,26.8,93.9,-65,-10,11,1,5,20,55,0
19:23:49,0.0,0.0,1.6,1.5,29.0,86.0,-64,-10,10,1,5,20,55,0
19:23:50,0.0,0.0,1.7,1.6,28.7,82.1,-65,-6,7,1,5,20,55,0
19:23:51,0.0,0.0,1.6,1.5,29.0,86.0,-65,-10,9,1,8,20,55,0
19:23:52,21.8,0.0,1.6,1.3,31.1,90.4,-66,-8,10,1,9,20,55,0
19:23:53,46.3,0.0,1.6,1.3,29.0,86.0,-66,-10,10,1,9,20,55,0
19:23:54,23.8,0.0,1.7,1.3,28.5,78.1,-69,-12,11,1,9,20,55,0
19:23:55,0.0,0.0,1.6,1.6,29.0,86.0,-65,-10,11,1,5,20,55,0
19:23:56,0.0,0.0,1.3,1.5,29.5,83.4,-65,-12,8,1,7,20,55,0
19:23:57,0.0,0.0,1.1,1.3,29.0,86.0,-61,-10,11,1,7,20,55,0
19:23:58,0.0,0.0,1.5,1.2,28.9,85.8,-77,-9,9,1,6,20,55,0
19:23:59,0.0,0.0,1.6,1.4,29.0,86.0,-73,-10,9,1,6,20,55,0
19:24:00,0.0,0.0,1.5,1.4,26.2,92.1,-78,-11,9,1,9,20,55,0
19:24:01,0.0,0.0,1.4,1.5,29.0,87.0,-78,-11,12,1,9,20,55,0
19:24:02,0.0,0.0,1.5,1.3,29.9,90.9,-78,-15,11,1,2,20,55,0
19:24:03,0.0,0.0,1.4,1.2,29.0,87.0,-76,-11,10,1,2,20,55,0
19:24:04,30.3,0.0,1.5,1.3,30.9,92.4,-71,-14,13,1,2,20,55,0
19:24:05,64.0,0.0,1.5,1.4,29.0,87.0,-76,-11,17,1,10,20,55,0
19:24:06,30.7,0.0,1.4,1.5,27.1,79.1,-71,-6,15,1,10,20,55,0
19:24:07,0.0,0.0,1.5,1.4,29.0,87.0,-71,-10,16,2,5,20,55,0
19:24:08,0.0,0.0,1.6,1.4,27.9,91.7,-65,-11,8,2,4,20,55,0
19:24:09,0.0,0.0,1.5,1.5,29.0,87.0,-69,-10,9,2,4,20,55,0
19:24:10,0.0,0.0,1.4,1.7,27.5,80.4,-66,-14,16,2,4,20,55,0
19:24:11,0.0,0.0,1.4,1.6,29.0,87.0,-70,-10,14,2,4,20,55,0
19:24:12,0.0,0.0,1.4,1.5,30.6,95.2,-65,-11,5,2,4,20,55,0
19:24:13,0.0,0.0,1.6,1.6,29.0,87.0,-61,-10,7,2,4,20,55,0
19:24:14,0.0,0.0,1.4,1.6,26.8,87.1,-64,-9,6,2,8,20,55,0
19:24:15,0.0,0.0,1.4,1.5,29.0,87.0,-67,-10,7,2,8,20,55,0
19:24:16,0.0,0.0,1.6,1.4,26.8,94.4,-70,-5,6,2,8,20,55,0
19:24:17,0.0,0.0,1.6,1.4,29.0,87.0,-62,-10,14,1,4,20,55,0
19:24:18,0.0,0.0,1.7,1.4,31.5,78.7,-68,-9,15,2,6,20,55,0
19:24:19,0.0,0.0,1.6,1.4,29.0,87.0,-64,-10,13,2,6,20,55,0
19:24:20,0.0,0.0,1.7,1.5,31.5,92.3,-68,-9,15,2,6,20,55,0
19:24:21,0.0,0.0,1.6,1.5,29.0,87.0,-61,-10,15,2,11,20,55,0
19:24:22,16.4,0.0,1.7,1.5,27.4,87.5,-58,-6,18,1,7,20,55,0
19:24:23,36.4,0.0,1.6,1.4,29.0,87.0,-63,-10,16,1,7,20,55,0
19:24:24,17.9,0.0,1.5,1.5,31.1,86.2,-62,-13,14,1,7,20,55,0
19:24:25,0.0,0.0,1.4,1.5,29.0,87.0,-62,-10,6,1,4,20,55,0
19:24:26,0.0,0.0,1.3,1.4,29.5,80.8,-61,-12,19,1,2,20,55,0
19:24:27,0.0,0.0,1.5,1.6,29.0,87.0,-59,-10,16,1,2,20,55,0
19:24:28,0.0,0.0,1.4,1.4,26.8,78.7,-63,-13,14,1,2,20,55,0
19:24:29,0.0,0.0,1.5,1.3,29.0,87.0,-61,-10,7,2,3,20,55,0
19:24:30,0.0,0.0,1.6,1.3,27.9,87.1,-59,-6,14,1,5,20,55,0
19:24:31,0.0,0.0,1.6,1.4,29.0,87.0,-62,-10,14,1,5,20,55,0
19:24:32,0.0,0.0,1.5,1.5,28.5,79.2,-67,-5,14,1,5,20,55,0
19:24:33,0.0,0.0,1.5,1.5,29.0,87.0,-62,-10,13,2,4,20,55,0
19:24:34,0.0,0.0,1.3,1.6,26.7,93.0,-66,-5,11,1,5,20,55,0
