ts,rtt,pkgLossRat,dlThroughput,ulThroughput,dnsLatency,dnsSuccessRate,rsrp,rsrq,snr,mimoLayer,mcs,rat,cid,label
17:13:04,127.6,0.0,189.1,187.3,9.0,94.0,-83,-10,24,2,9,20,918,0
17:13:05,67.3,0.0,102.0,98.3,8.3,102.9,-77,-7,27,2,6,20,918,0
17:13:06,0.0,0.0,1.4,1.7,9.0,94.0,-79,-10,27,2,6,20,918,0
17:13:07,0.0,0.0,1.4,1.7,9.6,92.9,-83,-14,27,2,6,20,918,0
17:13:08,0.0,0.0,1.2,1.6,9.0,94.0,-75,-10,29,2,6,20,918,0
17:13:09,0.0,0.0,1.3,1.6,8.7,102.8,-77,-7,34,2,8,20,918,0
17:13:10,0.0,0.0,1.3,1.5,9.0,94.0,-79,-10,32,2,8,20,918,0
17:13:11,0.0,0.0,1.2,1.5,9.4,102.8,-82,-6,31,2,8,20,918,0
17:13:12,0.0,0.0,1.2,1.5,9.0,94.0,-79,-10,25,2,4,20,918,0
17:13:13,0.0,0.0,1.3,1.5,8.5,97.2,-83,-6,26,2,4,20,918,0
17:13:14,0.0,0.0,1.5,1.5,9.0,94.0,-79,-10,32,2,5,20,918,0
17:13:15,33.6,0.0,1.5,1.5,8.6,97.4,-77,-6,30,2,5,20,918,0
17:13:16,69.9,0.0,1.4,1.5,9.0,94.0,-71,-10,34,2,4,20,918,0
17:13:17,31.5,0.0,1.5,1.5,9.5,93.2,-82,-14,29,2,5,20,918,0
17:13:18,0.0,0.0,1.5,1.3,9.0,94.0,-77,-10,31,2,5,20,918,0
17:13:19,0.0,0.0,1.4,1.5,9.2,95.0,-83,-7,30,2,4,20,918,0
17:13:20,0.0,0.0,1.3,1.5,9.0,94.0,-79,-10,31,2,4,20,918,0
17:13:21,0.0,0.0,1.4,1.4,9.6,89.0,-75,-12,34,2,4,20,918,0
17:13:22,0.0,0.0,1.6,1.5,9.0,94.0,-97,-10,8,2,7,20,918,0
17:13:23,0.0,0.0,1.5,1.6,8.8,99.9,-99,-12,5,2,7,20,918,0
17:13:24,0.0,0.0,1.2,1.7,9.0,94.0,-95,-5,20,1,14,14,199,0
17:13:25,0.0,0.0,1.3,1.5,9.0,87.5,-96,-6,26,1,22,14,199,0
17:13:26,0.0,0.0,1.4,1.5,9.0,94.0,-96,-5,28,1,22,14,199,0
17:13:27,0.0,0.0,1.4,1.4,8.3,102.7,-93,-6,25,1,19,14,199,0
17:13:28,0.0,0.0,1.4,1.5,9.0,94.0,-92,-6,24,1,19,14,199,0
17:13:29,0.0,0.0,1.5,1.4,8.9,89.7,-93,-2,21,1,19,14,199,0
17:13:30,0.0,0.0,1.5,1.1,9.0,94.0,-82,-5,28,1,21,14,199,0
17:13:31,0.0,0.0,1.5,0.9,9.6,98.9,-80,-8,29,1,23,14,199,0
17:13:32,0.0,0.0,1.4,0.8,9.0,94.0,-80,-10,29,1,23,14,199,0
17:13:33,0.0,0.0,1.5,0.6,8.8,85.4,-83,-12,30,1,23,14,199,0
17:13:34,0.0,0.0,1.6,0.6,9.0,94.0,-80,-10,32,1,25,14,199,0
17:13:35,0.0,0.0,1.4,0.4,9.1,91.1,-93,-7,18,1,22,14,199,0
17:13:36,0.0,0.0,1.4,0.2,9.0,94.0,-89,-5,21,1,22,14,199,0
17:13:37,0.0,0.3,1.4,0.1,9.0,93.8,-99,-8,27,2,21,14,197,0
17:13:38,0.0,0.5,1.3,0.0,9.0,94.0,-95,-9,27,2,21,14,197,0
17:13:39,0.0,0.3,1.5,0.1,8.1,100.1,-94,-4,20,2,21,14,197,0
17:13:40,0.0,0.0,1.6,0.2,9.0,94.0,-94,-4,23,2,21,14,197,0
17:13:41,21.2,0.0,6.1,2.1,44.4,98.3,-87,-11,35,2,25,14,197,0
17:13:42,41.9,0.0,10.2,4.3,77.0,94.0,-85,-7,34,2,25,14,197,0
17:13:43,19.8,0.0,5.9,2.7,82.1,99.8,-80,-10,37,2,25,14,197,0
17:13:44,0.0,0.0,1.4,1.3,77.0,94.0,-85,-7,30,2,26,14,197,0
17:13:45,0.0,0.0,1.4,1.4,71.8,85.4,-80,-2,28,2,26,14,197,0
17:13:46,0.0,0.0,1.5,1.2,77.0,94.0,-85,-7,33,2,25,14,197,0
17:13:47,0.0,0.0,1.7,1.3,74.2,99.1,-81,-9,27,2,25,14,197,0
17:13:48,0.0,0.0,1.6,1.3,77.0,94.0,-85,-8,28,2,25,14,197,0
17:13:49,0.0,0.0,1.5,1.4,73.0,86.9,-77,-9,33,2,25,14,197,0
17:13:50,0.0,0.0,1.6,1.2,77.0,94.0,-81,-5,31,2,25,14,197,0
17:13:51,0.0,0.0,1.4,1.3,81.3,102.9,-88,-7,29,2,24,14,197,0
17:13:52,0.0,0.0,1.3,1.4,77.0,94.0,-84,-6,31,2,24,14,197,0
17:13:53,0.0,0.0,1.3,1.3,71.2,94.1,-86,-4,27,2,24,14,197,0
17:13:54,0.0,0.0,1.5,1.2,77.0,94.0,-89,-5,28,2,24,14,197,0
17:13:55,0.0,0.0,1.5,1.0,71.2,102.0,-92,0,27,2,24,14,197,0
17:13:56,0.0,0.0,1.4,1.1,77.0,94.0,-91,-3,28,2,21,14,197,0
17:13:57,0.0,0.0,1.6,1.0,83.5,85.1,-98,-5,21,2,19,14,197,0
17:13:58,0.0,0.0,1.5,1.0,77.0,94.0,-94,-6,19,2,19,14,197,0
17:13:59,0.0,0.0,1.8,1.0,83.7,99.7,-98,-5,21,2,19,14,197,0
17:14:00,0.0,0.0,1.7,0.8,77.0,94.0,-94,-5,25,2,19,14,197,0
17:14:01,0.0,0.0,1.7,0.9,72.9,94.6,-87,-3,28,2,19,14,197,0
17:14:02,0.0,0.0,1.4,0.9,77.0,94.0,-92,-7,26,2,19,14,197,0
17:14:03,0.0,0.0,1.4,1.0,82.7,93.1,-91,-10,24,2,19,14,197,0
17:14:04,0.0,0.0,1.5,1.0,77.0,94.0,-91,-3,29,2,17,14,420,0
17:14:05,29.0,0.0,1.4,0.8,77.9,87.3,-99,-12,22,1,5,20,974,0
17:14:06,55.3,0.0,1.5,0.8,76.0,94.0,-97,-10,19,1,5,20,974,0
17:14:07,30.0,0.0,1.5,0.8,70.2,85.0,-101,-13,17,1,5,20,974,0
17:14:08,0.0,0.0,1.6,0.9,76.0,94.0,-84,-10,19,2,3,20,974,0
17:14:09,0.0,0.0,1.7,1.0,73.2,94.1,-75,-6,21,2,3,20,974,0
17:14:10,0.0,0.0,1.6,1.0,76.0,94.0,-78,-10,21,2,3,20,974,0
17:14:11,0.0,0.0,1.5,1.0,74.7,85.5,-83,-5,21,2,3,20,974,0
17:14:12,0.0,0.0,1.6,0.9,76.0,94.0,-78,-10,20,2,5,20,974,0
17:14:13,0.0,0.0,1.5,0.8,69.9,100.5,-78,-5,13,2,6,20,974,0
17:14:14,0.0,0.0,1.7,0.5,76.0,94.0,-75,-10,14,2,6,20,974,0
17:14:15,0.0,0.0,1.7,0.5,76.5,94.3,-83,-9,2,3,10,20,974,0
17:14:16,0.0,0.0,1.6,0.6,76.0,94.0,-86,-13,2,3,10,20,974,0
17:14:17,0.0,0.0,1.5,0.6,75.7,92.4,-88,-14,2,3,10,20,974,0
17:14:18,0.0,0.0,1.5,0.7,76.0,94.0,-79,-10,32,4,1,20,1001,0
17:14:19,0.0,0.0,1.6,0.7,82.8,101.8,-80,-7,31,4,1,20,1001,0
17:14:20,0.0,0.0,1.6,0.8,76.0,94.0,-74,-10,16,2,8,20,1001,0
17:14:21,0.0,0.0,1.5,0.9,76.5,96.5,-78,-7,13,2,8,20,1001,0
17:14:22,0.0,0.0,1.4,0.9,76.0,94.0,-79,-10,33,2,3,20,1001,0
17:14:23,0.0,0.0,1.3,1.0,69.8,98.2,-82,-10,36,2,3,20,1001,0
17:14:24,0.0,0.0,1.5,0.9,76.0,94.0,-81,-10,34,2,5,20,1001,0
17:14:25,0.0,0.0,1.7,0.9,80.3,99.5,-88,-13,34,2,4,20,1001,0
17:14:26,0.0,0.0,1.6,0.9,76.0,94.0,-83,-10,32,2,4,20,1001,0
17:14:27,0.0,0.0,1.4,0.9,77.1,93.4,-80,-7,35,2,3,20,1001,0
