ts,rtt,pkgLossRat,dlThroughput,ulThroughput,dnsLatency,dnsSuccessRate,rsrp,rsrq,snr,mimoLayer,mcs,rat,cid,label
19:34:45,60.7,0.0,162.0,76.9,50.0,93.0,-67,-10,37,2,8,20,924,0
19:34:46,32.0,0.0,87.6,40.3,45.9,101.8,-59,-7,33,2,11,20,924,0
19:34:47,0.0,0.0,1.5,0.6,50.0,93.0,-61,-10,33,2,11,20,924,0
19:34:48,0.0,0.0,1.6,0.6,53.2,91.9,-65,-14,33,2,11,20,924,0
19:34:49,0.0,0.0,1.5,0.6,50.0,93.0,-64,-10,34,2,9,20,924,0
19:34:50,0.0,0.0,1.5,0.6,48.5,101.8,-60,-7,38,2,7,20,924,0
19:34:51,0.0,0.0,1.5,0.7,50.0,93.0,-62,-10,36,2,7,20,924,0
19:34:52,0.0,0.0,1.4,0.7,52.4,101.7,-65,-6,35,2,7,20,924,0
19:34:53,0.0,0.0,1.4,0.7,50.0,93.0,-60,-10,36,2,5,20,924,0
19:34:54,0.0,0.0,1.3,0.7,47.3,96.2,-64,-6,37,2,5,20,924,0
19:34:55,0.0,0.0,1.3,0.6,50.0,93.0,-62,-10,37,2,10,20,924,0
19:34:56,0.0,0.0,1.5,0.7,47.9,96.4,-60,-6,35,2,10,20,924,0
19:34:57,0.0,0.0,1.5,0.7,50.0,93.0,-61,-10,35,2,7,20,924,0
19:34:58,0.0,0.0,1.5,0.7,52.8,92.2,-66,-14,34,2,9,20,924,0
19:34:59,0.0,0.0,1.5,0.7,50.0,93.0,-61,-10,36,2,9,20,924,0
19:35:00,0.0,0.0,1.6,0.7,51.3,94.0,-68,-7,32,2,9,20,924,0
19:35:01,0.0,0.0,1.6,0.7,50.0,93.0,-64,-10,33,2,9,20,924,0
19:35:02,0.0,0.0,1.3,0.7,53.5,88.1,-60,-12,36,2,9,20,924,0
19:35:03,0.0,0.0,1.2,0.6,50.0,93.0,-62,-10,36,2,13,20,924,0
19:35:04,0.0,0.0,1.5,0.7,49.1,98.8,-64,-12,33,2,13,20,924,0
19:35:05,0.0,0.0,1.6,0.7,50.0,93.0,-63,-10,36,2,8,20,924,0
19:35:06,0.0,0.0,1.5,0.6,50.0,86.5,-63,-11,35,2,5,20,924,0
19:35:07,0.0,0.0,1.4,0.6,50.0,93.0,-63,-10,37,2,5,20,924,0
19:35:08,0.0,0.0,1.4,0.6,46.2,101.6,-65,-10,37,2,9,20,924,0
19:35:09,0.0,0.0,1.6,0.7,50.0,93.0,-64,-10,36,2,9,20,924,0
19:35:10,0.0,0.0,1.6,0.7,49.5,88.8,-65,-6,33,2,9,20,924,0
19:35:11,0.0,0.0,1.5,0.7,50.0,93.0,-64,-10,36,2,8,20,924,0
19:35:12,23.5,0.0,2.7,1.0,53.6,97.8,-64,-8,33,2,10,20,924,0
19:35:13,49.9,0.0,3.7,1.4,50.0,93.0,-64,-10,33,2,10,20,924,0
19:35:14,25.6,0.0,2.7,0.9,49.2,84.5,-67,-12,34,2,10,20,924,0
19:35:15,0.0,0.0,1.4,0.6,50.0,93.0,-62,-10,35,1,11,20,924,0
19:35:16,0.0,0.0,1.3,0.7,50.8,90.2,-67,-12,31,2,10,20,924,0
19:35:17,0.0,0.0,1.4,0.7,50.0,93.0,-63,-10,34,2,10,20,924,0
19:35:18,0.0,0.0,1.6,0.6,49.9,92.8,-66,-9,35,2,6,20,924,0
19:35:19,0.0,0.0,1.6,0.6,50.0,93.0,-62,-10,35,2,6,20,924,0
19:35:20,0.0,0.0,1.5,0.7,45.2,99.1,-60,-10,33,2,6,20,924,0
19:35:21,0.0,0.0,1.4,0.7,50.0,93.0,-60,-10,36,2,6,20,924,0
19:35:22,0.0,0.0,1.6,0.7,51.6,97.2,-63,-14,37,2,14,20,924,0
19:35:23,0.0,0.0,1.7,0.7,50.0,93.0,-61,-10,36,2,14,20,924,0
19:35:24,0.0,0.0,1.6,0.7,53.3,98.7,-56,-13,39,2,14,20,924,0
19:35:25,0.0,0.0,1.4,0.7,50.0,93.0,-62,-10,35,2,9,20,924,0
19:35:26,0.0,0.0,1.3,0.7,46.6,84.5,-57,-5,33,2,9,20,924,0
