,UID,TIME,OS,MODEL,APN,APP,DATA
0,875f1836ec75345c,1723869048,14.0,model-8,cmnet,com.tencent.wemeet.app,"[[55.9, 0.0, -1.0, -1.0, 181.5, 163.6, 14, -77.8, 28.7, 444, 0], [56.0, 0.0, -1.0, -1.0, 207.8, 205.2, 14, -78.1, 28.6, 444, 0], [56.0, 0.1, -1.0, -1.0, 180.5, 193.0, 14, -78.5, 29.1, 472, 0], [57.8, 0.0, -1.0, -1.0, 140.7, 201.0, 14, -78.2, 29.0, 472, 0], [58.9, 0.0, -1.0, -1.0, 181.4, 191.6, 14, -77.7, 29.2, 472, 0], [65.1, 0.0, -1.0, -1.0, 147.2, 194.6, 14, -78.0, 28.7, 472, 0], [63.3, 0.0, -1.0, -1.0, 167.6, 193.0, 14, -78.0, 29.2, 472, 0], [62.8, 0.0, -1.0, -1.0, 180.7, 188.8, 14, -78.2, 29.4, 472, 0], [95.5, 0.0, -1.0, -1.0, 159.6, 185.8, 14, -78.5, 28.9, 472, 0], [140.5, 0.0, -1.0, -1.0, 202.3, 189.8, 14, -78.4, 28.5, 472, 0], [206.8, 0.0, -1.0, -1.0, 169.6, 190.6, 14, -78.4, 28.6, 472, 0], [183.3, 0.0, -1.0, -1.0, 196.1, 197.3, 14, -78.4, 29.2, 472, 0], [166.2, 0.0, -1.0, -1.0, 170.2, 177.4, 14, -78.3, 29.4, 472, 0], [155.8, 0.0, -1.0, -1.0, 196.4, 199.9, 14, -86.9, 11.9, 472, 0], [144.5, 0.0, 100.0, 23.0, 179.9, 201.5, 14, -87.0, 11.7, 472, 0], [137.7, 0.0, -1.0, -1.0, 188.2, 201.6, 14, -86.7, 11.6, 472, 0], [139.4, 0.0, 100.0, 1.0, 161.8, 246.7, 14, -85.0, 2.8, 472, 0], [145.1, 0.0, 100.0, 3.0, 154.7, 190.0, 14, -86.8, -0.6, 471, 0], [159.8, 0.0, -1.0, -1.0, 135.0, 196.0, 14, -87.0, -0.6, 471, 0], [170.7, 0.0, -1.0, -1.0, 95.7, 185.4, 14, -81.0, 0.2, 471, 0], [180.1, 0.0, -1.0, -1.0, 66.5, 208.9, 14, -80.9, 0.9, 471, 1], [191.3, 0.0, -1.0, -1.0, 95.2, 164.7, 14, -80.8, -5.1, 2147483647, 1], [180.3, 0.0, 100.0, 2.0, 265.7, 201.1, 20, -89.3, -9.3, 682, 0], [172.9, 0.0, -1.0, -1.0, 166.8, 162.9, 20, -88.6, -4.1, 682, 0], [170.3, 0.0, -1.0, -1.0, 190.0, 220.4, 20, -82.6, 0.8, 682, 0], [183.0, 0.0, 60.0, 26.0, 169.8, 203.6, 20, -82.7, 11.6, 682, 0], [149.0, 0.0, -1.0, -1.0, 207.0, 205.1, 20, -83.2, 25.9, 682, 0], [156.1, 0.0, -1.0, -1.0, 180.7, 190.4, 20, -82.9, 25.5, 682, 0], [140.0, 0.0, -1.0, -1.0, 209.2, 217.6, 20, -83.0, 26.2, 682, 0], [138.2, 0.0, 100.0, 33.0, 192.0, 191.4, 20, -82.8, 26.2, 682, 0]]"
1,9fd5acf4155a625d,1724228652,14.0,model-6,cmnet,com.tencent.mm,"[[93.8, 0.0, -1.0, -1.0, 121.4, 190.9, 20, -75.0, 25.3, 653, 0], [91.9, 0.0, -1.0, -1.0, 134.5, 219.2, 20, -74.5, 25.2, 653, 0], [89.4, 0.0, -1.0, -1.0, 127.5, 202.6, 20, -74.6, 25.1, 653, 0], [89.9, 0.0, -1.0, -1.0, 133.3, 216.9, 20, -75.3, 25.5, 653, 0], [88.0, 0.0, 100.0, 2.0, 126.1, 192.4, 20, -74.6, 25.2, 653, 0], [83.8, 0.0, -1.0, -1.0, 141.4, 202.5, 20, -75.0, 24.5, 653, 0], [85.6, 0.0, -1.0, -1.0, 116.5, 219.4, 20, -74.6, 25.0, 653, 0], [87.3, 0.0, -1.0, -1.0, 146.3, 203.0, 20, -74.8, 24.8, 653, 0], [96.9, 0.0, -1.0, -1.0, 142.6, 192.3, 20, -74.9, 25.3, 653, 0], [98.0, 0.0, 100.0, 2.0, 140.4, 219.8, 20, -75.2, 25.2, 653, 0], [97.5, 0.0, -1.0, -1.0, 112.3, 199.3, 20, -75.2, 24.6, 653, 0], [96.4, 0.0, -1.0, -1.0, 126.2, 212.9, 20, -74.6, 25.5, 653, 0], [102.9, 0.0, -1.0, -1.0, 119.5, 194.4, 20, -75.4, 24.6, 653, 0], [111.6, 0.0, -1.0, -1.0, 140.9, 197.9, 20, -74.9, 25.3, 653, 0], [111.4, 0.0, 100.0, 2.0, 120.9, 205.9, 20, -74.6, 25.3, 653, 0], [107.0, 0.0, -1.0, -1.0, 149.8, 219.6, 20, -75.1, 24.5, 653, 0], [105.1, 0.0, -1.0, -1.0, 134.6, 191.6, 20, -75.1, 25.2, 653, 0], [105.1, 0.0, -1.0, -1.0, 146.3, 205.5, 20, -75.1, 25.5, 653, 0], [114.8, 0.0, 50.0, 44.0, 126.8, 198.1, 20, -86.8, 22.6, 653, 0], [161.0, 0.0, 100.0, 25.0, 124.5, 206.6, 20, -86.8, 10.8, 653, 0], [154.2, 0.2, -1.0, -1.0, 137.4, 200.5, 20, -87.1, 2.6, 653, 1], [161.3, 0.1, 100.0, 90.0, 148.2, 165.7, 14, -92.4, 0.9, 482, 0], [161.3, 0.4, -1.0, -1.0, 138.9, 152.6, 14, -91.8, 0.5, 482, 0], [152.3, 0.0, -1.0, -1.0, 122.6, 223.8, 14, -92.0, 1.4, 482, 0], [156.2, 0.7, 100.0, 1.0, 137.0, 194.7, 14, -92.3, 1.2, 482, 0], [181.3, 0.3, -1.0, -1.0, 142.0, 223.5, 14, -92.2, 1.1, 422, 0], [399.7, 0.0, -1.0, -1.0, 131.1, 202.5, 14, -85.7, -1.9, 422, 0], [450.3, 0.0, -1.0, -1.0, 147.9, 209.6, 14, -86.0, -1.9, 422, 0], [450.3, 5.0, -1.0, -1.0, 128.9, 204.8, 14, -86.1, -2.5, 422, 0], [283.9, 0.1, 100.0, 41.0, 138.0, 217.9, 14, -85.7, -2.5, 422, 0]]"
2,bdbdbcb4edb6d16d,1725068301,14.0,model-7,3gnet,com.tencent.mm,"[[91.9, 0.0, -1.0, -1.0, 130.4, 226.8, 20, -85.6, 20.8, 649, 0], [89.4, 0.0, -1.0, -1.0, 118.4, 184.9, 20, -86.4, 20.7, 649, 0], [89.9, 0.0, -1.0, -1.0, 141.0, 212.9, 20, -86.5, 20.7, 649, 0], [88.0, 0.0, 100.0, 2.0, 122.6, 199.5, 20, -86.5, 21.2, 649, 0], [83.8, 0.0, -1.0, -1.0, 146.6, 218.1, 20, -86.0, 21.1, 649, 0], [85.6, 0.0, -1.0, -1.0, 127.6, 187.1, 20, -85.7, 21.4, 649, 0], [87.3, 0.0, -1.0, -1.0, 126.8, 219.2, 20, -86.0, 21.4, 649, 0], [96.9, 0.0, -1.0, -1.0, 122.7, 188.0, 20, -85.7, 21.4, 649, 0], [98.0, 0.0, 100.0, 29.0, 141.9, 220.7, 20, -85.8, 20.5, 649, 0], [97.5, 0.0, -1.0, -1.0, 112.4, 198.0, 20, -86.4, 21.0, 649, 0], [96.4, 0.0, -1.0, -1.0, 130.6, 212.5, 20, -85.7, 21.5, 649, 0], [102.9, 0.0, -1.0, -1.0, 113.8, 181.0, 20, -86.3, 20.7, 649, 0], [111.6, 0.0, -1.0, -1.0, 118.8, 204.6, 20, -85.9, 21.2, 649, 0], [111.4, 0.0, 100.0, 4.0, 118.0, 191.4, 20, -85.6, 21.3, 649, 0], [107.0, 0.0, -1.0, -1.0, 125.9, 215.8, 20, -86.3, 20.9, 649, 0], [105.1, 0.0, -1.0, -1.0, 125.6, 170.0, 20, -86.0, 20.9, 649, 0], [105.1, 0.0, -1.0, -1.0, 125.8, 216.5, 20, -86.5, 21.4, 649, 0], [114.8, 0.0, -1.0, -1.0, 129.6, 162.0, 20, -88.6, 20.8, 649, 0], [161.0, 0.0, 100.0, 31.0, 119.6, 212.3, 20, -91.4, 24.6, 649, 0], [154.2, 0.2, -1.0, -1.0, 137.2, 167.7, 20, -95.5, 25.4, 649, 0], [161.3, 0.1, -1.0, -1.0, 140.1, 201.6, 20, -100.7, 24.9, 649, 1], [161.3, 0.4, -1.0, -1.0, 140.0, 156.0, 14, -92.1, 16.4, 408, 1], [162.9, 0.0, -1.0, -1.0, 134.5, 167.4, 14, -89.4, 15.6, 408, 0], [156.2, 0.7, 100.0, 52.0, 122.7, 206.6, 14, -89.2, 16.2, 408, 0], [181.3, 0.3, -1.0, -1.0, 134.8, 190.8, 14, -87.3, 4.5, 443, 0], [399.7, 0.0, -1.0, -1.0, 132.1, 209.0, 14, -87.2, 4.0, 443, 0], [450.3, 0.0, -1.0, -1.0, 125.7, 189.7, 14, -84.6, 13.1, 443, 0], [450.3, 5.0, -1.0, -1.0, 116.7, 206.7, 14, -81.3, 17.6, 443, 0], [283.9, 0.1, 100.0, 39.0, 131.4, 194.8, 14, -81.2, 18.4, 443, 0], [400.2, 0.0, -1.0, -1.0, 114.4, 216.4, 14, -80.6, 17.6, 443, 0]]"
3,f8e78f95f104c6bd,1723279122,14.0,model-5,3gnet,com.tencent.mm,"[[89.4, 0.0, 100.0, 18.0, 100.2, 150.1, 20, -72.7, 33.7, 639, 0], [89.9, 0.0, -1.0, -1.0, 113.6, 200.0, 20, -72.6, 33.7, 639, 0], [88.0, 0.0, -1.0, -1.0, 110.3, 150.6, 20, -73.1, 33.5, 639, 0], [83.8, 0.0, -1.0, -1.0, 142.5, 202.5, 20, -72.6, 33.7, 639, 0], [85.6, 0.0, -1.0, -1.0, 116.5, 159.0, 20, -73.4, 34.3, 639, 0], [87.3, 0.0, 100.0, 5.0, 118.0, 205.8, 20, -73.2, 33.9, 639, 0], [96.9, 0.0, -1.0, -1.0, 135.6, 175.4, 20, -75.1, 32.6, 639, 0], [98.0, 0.0, -1.0, -1.0, 136.5, 219.6, 20, -75.1, 33.0, 639, 0], [97.5, 0.0, -1.0, -1.0, 101.3, 157.0, 20, -75.0, 33.2, 639, 0], [96.4, 0.0, -1.0, -1.0, 110.6, 190.5, 20, -74.7, 33.0, 639, 0], [102.9, 0.0, 100.0, 27.0, 106.1, 174.1, 20, -74.8, 33.1, 639, 0], [111.6, 0.0, 100.0, 37.0, 114.2, 202.2, 20, -75.4, 32.7, 639, 0], [111.4, 0.0, -1.0, -1.0, 98.3, 164.4, 20, -75.4, 33.1, 639, 0], [107.0, 0.0, -1.0, -1.0, 118.2, 181.0, 20, -75.0, 33.5, 639, 0], [105.1, 0.0, -1.0, -1.0, 113.9, 147.7, 20, -74.9, 32.9, 639, 0], [105.1, 0.0, 100.0, 1.0, 129.5, 187.9, 20, -75.1, 32.7, 639, 0], [114.8, 0.0, -1.0, -1.0, 111.8, 162.5, 20, -77.2, 33.5, 639, 0], [161.0, 0.0, -1.0, -1.0, 126.4, 176.0, 20, -78.8, 33.1, 639, 0], [154.2, 0.2, -1.0, -1.0, 117.1, 161.4, 20, -80.4, 32.7, 639, 0], [161.3, 0.1, -1.0, -1.0, 138.4, 179.1, 20, -85.2, 33.3, 639, 0], [161.3, 0.4, 100.0, 1.0, 131.6, 161.2, 20, -93.0, 32.8, 639, 1], [178.2, 0.0, -1.0, -1.0, 130.1, 127.7, 20, -96.5, 23.2, 2147483647, 1], [156.2, 0.7, -1.0, -1.0, 137.9, 168.9, 14, -70.9, 27.7, 475, 0], [181.3, 0.3, -1.0, -1.0, 110.3, 171.6, 14, -84.1, 21.4, 475, 0], [399.7, 0.0, -1.0, -1.0, 146.7, 192.3, 14, -83.6, 20.8, 475, 0], [450.3, 0.0, 100.0, 1.0, 115.0, 169.8, 14, -84.4, 21.2, 475, 0], [450.3, 5.0, -1.0, -1.0, 132.2, 194.1, 14, -83.7, 21.2, 475, 0], [283.9, 0.1, -1.0, -1.0, 125.1, 166.4, 14, -84.1, 20.8, 475, 0], [400.2, 0.0, -1.0, -1.0, 124.7, 183.1, 14, -86.5, 4.9, 455, 0], [537.6, 0.0, -1.0, -1.0, 114.0, 175.6, 14, -86.3, 13.4, 455, 0]]"
4,4ee785c2eeb61141,1724314418,14.0,model-6,3gnet,com.tencent.mm,"[[93.6, 0.0, -1.0, -1.0, 137.5, 192.8, 14, -75.0, 28.6, 456, 0], [93.3, 0.0, 100.0, 35.0, 128.2, 178.3, 14, -74.1, 29.9, 456, 0], [93.3, 0.0, -1.0, -1.0, 132.6, 189.7, 14, -74.3, 29.8, 456, 0], [93.1, 0.0, -1.0, -1.0, 126.9, 187.0, 14, -73.8, 30.5, 456, 0], [93.3, 0.0, -1.0, -1.0, 143.8, 189.8, 14, -74.3, 30.5, 456, 0], [92.9, 0.0, -1.0, -1.0, 131.6, 177.4, 14, -75.7, 30.0, 456, 0], [92.4, 0.0, 100.0, 4.0, 141.2, 198.5, 14, -72.0, 29.9, 456, 0], [99.2, 0.0, -1.0, -1.0, 122.0, 195.7, 14, -72.4, 29.7, 456, 0], [98.9, 0.0, -1.0, -1.0, 135.0, 190.2, 14, -72.5, 29.5, 456, 0], [99.5, 0.0, -1.0, -1.0, 123.9, 185.5, 14, -84.2, 30.1, 456, 0], [101.0, 0.0, -1.0, -1.0, 147.8, 200.0, 14, -83.9, 29.8, 456, 1], [101.0, 0.0, 100.0, 56.0, 130.4, 184.1, 14, -84.4, 29.6, 456, 0], [99.7, 0.0, -1.0, -1.0, 146.4, 195.5, 14, -83.6, 30.1, 456, 0], [99.2, 0.0, -1.0, -1.0, 131.0, 175.4, 14, -84.3, 30.3, 456, 0], [101.0, 0.0, -1.0, -1.0, 142.6, 202.3, 14, -83.8, 29.7, 456, 0], [99.0, 0.0, -1.0, -1.0, 108.4, 180.8, 14, -86.6, 21.2, 456, 0], [97.9, 0.0, 100.0, 52.0, 140.8, 184.8, 14, -89.3, 20.9, 456, 0], [98.2, 0.0, -1.0, -1.0, 119.2, 190.6, 14, -93.4, 21.0, 456, 0], [93.8, 0.0, -1.0, -1.0, 141.5, 207.4, 14, -97.1, 20.7, 456, 0], [93.6, 0.0, -1.0, -1.0, 128.5, 196.1, 14, -103.3, 21.1, 456, 0], [93.1, 0.0, -1.0, -1.0, 138.2, 209.1, 14, -105.8, 20.7, 456, 1], [92.7, 0.0, -1.0, -1.0, 94.1, 26.0, 14, -102.0, 21.3, 411, 1], [92.7, 0.0, -1.0, -1.0, 113.4, 0.0, 14, -102.5, 20.7, 411, 1], [92.3, 0.0, -1.0, -1.0, 86.3, 1.7, 14, -100.8, 21.7, 411, 1], [89.2, 0.0, -1.0, -1.0, 77.5, 1.6, 14, -98.6, 21.8, 411, 1], [88.9, 0.0, -1.0, -1.0, 73.4, 1.6, 14, -101.6, 22.0, 411, 1], [89.1, 0.0, -1.0, -1.0, 78.6, 1.6, 14, -101.2, 21.6, 411, 1], [87.9, 0.0, 100.0, 12315.0, 79.3, 1.0, 14, -102.8, 22.0, 411, 1], [87.8, 0.0, -1.0, -1.0, 69.6, 2.0, 14, -102.4, 22.2, 411, 1], [89.5, 0.0, -1.0, -1.0, 84.6, 1.0, 14, -97.6, 22.0, 411, 1]]"
5,820930c30c9c9285,1724228607,13.0,model-1,cmnet,com.tencent.wemeet.app,"[[154.7, 0.0, -1.0, -1.0, 227.5, 201.3, 14, -76.6, 30.5, 460, 0], [155.4, 0.0, -1.0, -1.0, 192.3, 176.0, 14, -76.9, 30.2, 460, 0], [100.0, 0.0, -1.0, -1.0, 219.2, 197.7, 14, -76.8, 30.3, 460, 0], [100.2, 0.1, 100.0, 30.0, 174.2, 181.3, 14, -76.9, 30.2, 460, 0], [101.1, 0.1, 100.0, 31.0, 225.4, 196.0, 14, -76.6, 30.2, 460, 0], [136.6, 0.0, -1.0, -1.0, 179.6, 163.2, 14, -77.1, 30.3, 460, 0], [137.7, 0.1, -1.0, -1.0, 228.3, 191.4, 14, -77.3, 29.7, 460, 0], [137.9, 0.1, 100.0, 31.0, 185.1, 167.2, 14, -76.8, 29.5, 460, 0], [144.6, 0.1, 100.0, 23.0, 228.1, 207.8, 14, -76.8, 30.1, 460, 0], [146.2, 0.1, -1.0, -1.0, 201.9, 174.6, 14, -77.4, 29.8, 460, 0], [145.7, 0.0, -1.0, -1.0, 219.2, 196.6, 14, -76.9, 30.3, 460, 0], [145.5, 0.0, -1.0, -1.0, 190.4, 168.6, 14, -78.4, 30.4, 460, 0], [145.3, 0.1, 100.0, 26.0, 215.8, 199.5, 14, -79.4, 29.9, 460, 0], [145.5, 0.1, -1.0, -1.0, 189.2, 170.2, 14, -79.6, 30.0, 460, 0], [145.4, 0.1, -1.0, -1.0, 235.3, 202.9, 14, -81.3, 29.8, 460, 0], [145.2, 0.1, -1.0, -1.0, 179.5, 173.0, 14, -83.4, 30.2, 460, 0], [144.8, 0.1, -1.0, -1.0, 224.8, 192.1, 14, -85.9, 30.4, 460, 0], [191.2, 0.4, -1.0, -1.0, 189.7, 182.8, 14, -88.5, 29.5, 460, 0], [193.7, 0.8, -1.0, -1.0, 215.8, 190.1, 14, -93.4, 29.7, 460, 0], [193.9, 0.3, -1.0, -1.0, 213.2, 165.0, 14, -95.7, 19.9, 460, 0], [193.8, 1.3, -1.0, -1.0, 216.7, 211.2, 14, -94.5, 19.9, 455, 1], [195.2, 0.0, -1.0, -1.0, 190.7, 166.2, 14, -93.4, 20.1, 455, 0], [194.9, 0.0, -1.0, -1.0, 222.8, 199.6, 14, -91.5, 19.9, 455, 0], [194.1, 0.0, 100.0, 19.0, 208.7, 176.0, 14, -90.5, 23.3, 455, 0], [195.7, 0.1, 100.0, 24.0, 224.1, 202.7, 14, -86.8, 23.0, 455, 0], [195.8, 0.0, 100.0, 1.0, 195.8, 166.5, 14, -84.7, 26.9, 455, 0], [196.0, 0.0, 100.0, 1.0, 223.8, 197.6, 14, -84.7, 27.5, 455, 0], [199.8, 0.0, -1.0, -1.0, 201.8, 177.6, 14, -84.9, 27.4, 455, 0], [197.2, 0.0, -1.0, -1.0, 220.4, 206.3, 14, -85.3, 26.8, 455, 0], [198.5, 0.0, -1.0, -1.0, 191.6, 168.0, 14, -85.5, 27.0, 455, 0]]"
6,9930bb67f4986c03,1722645596,14.0,model-9,cmnet,com.tencent.mm,"[[155.4, 0.0, 100.0, 28.0, 210.1, 173.5, 14, -84.8, 27.2, 455, 0], [100.0, 0.0, 100.0, 27.0, 219.0, 206.6, 14, -84.7, 26.8, 455, 0], [100.2, 0.1, -1.0, -1.0, 200.0, 175.9, 14, -73.5, 30.4, 455, 0], [101.1, 0.1, -1.0, -1.0, 220.7, 211.5, 14, -73.2, 30.0, 455, 0], [136.6, 0.0, -1.0, -1.0, 208.9, 176.5, 14, -72.8, 29.6, 455, 0], [137.7, 0.1, -1.0, -1.0, 214.2, 200.4, 14, -72.5, 30.1, 455, 0], [137.9, 0.1, -1.0, -1.0, 178.4, 178.9, 14, -73.2, 30.3, 455, 0], [144.6, 0.1, -1.0, -1.0, 241.4, 197.6, 14, -75.0, 30.3, 455, 0], [146.2, 0.1, 100.0, 3.0, 212.8, 180.7, 14, -75.2, 29.6, 455, 0], [145.7, 0.0, -1.0, -1.0, 214.6, 201.3, 14, -75.1, 29.6, 455, 0], [145.5, 0.0, -1.0, -1.0, 187.5, 188.0, 14, -74.5, 30.2, 455, 0], [145.3, 0.1, -1.0, -1.0, 219.2, 199.1, 14, -74.7, 30.5, 455, 0], [145.5, 0.1, -1.0, -1.0, 190.6, 171.3, 14, -74.8, 30.0, 455, 0], [145.4, 0.1, -1.0, -1.0, 223.5, 202.4, 14, -74.6, 29.6, 455, 0], [145.2, 0.1, -1.0, -1.0, 189.1, 180.1, 14, -75.0, 29.7, 455, 0], [144.8, 0.1, -1.0, -1.0, 221.5, 197.3, 14, -74.7, 30.1, 455, 0], [191.2, 0.4, -1.0, -1.0, 184.2, 176.1, 14, -86.7, 21.6, 453, 0], [193.7, 0.8, -1.0, -1.0, 228.8, 200.7, 14, -86.7, 12.0, 453, 0], [193.9, 0.3, -1.0, -1.0, 201.8, 179.4, 14, -88.5, 8.4, 453, 0], [193.8, 1.3, 60.0, 21.0, 224.5, 214.7, 14, -91.8, 3.9, 453, 0], [195.2, 0.0, 100.0, 22.0, 194.2, 172.5, 14, -95.4, -2.2, 453, 1], [194.9, 0.0, 100.0, 26.0, 228.9, 180.4, 20, -82.0, 22.2, 649, 1], [194.1, 0.0, -1.0, -1.0, 196.2, 160.6, 20, -81.9, 21.7, 649, 1], [195.7, 0.1, -1.0, -1.0, 220.4, 180.1, 20, -81.5, 21.7, 649, 0], [195.8, 0.0, -1.0, -1.0, 193.2, 165.0, 20, -81.9, 22.4, 649, 0], [196.0, 0.0, -1.0, -1.0, 220.6, 193.8, 20, -81.9, 22.0, 649, 0], [199.8, 0.0, 100.0, 1.0, 196.8, 162.7, 20, -82.5, 22.4, 649, 1], [197.2, 0.0, -1.0, -1.0, 225.0, 211.1, 20, -81.6, 22.3, 649, 0], [198.5, 0.0, -1.0, -1.0, 190.6, 165.8, 20, -81.7, 22.0, 649, 0], [196.6, 0.0, -1.0, -1.0, 232.6, 200.1, 20, -82.2, 22.1, 649, 0]]"
7,42dfac02ddd611fa,1723346479,14.0,model-8,cmnet,com.tencent.wemeet.app,"[[52.4, 0.9, 100.0, 30.0, 202.8, 211.8, 20, -74.6, 16.3, 649, 0], [92.5, 0.2, -1.0, -1.0, 174.0, 173.4, 20, -74.2, 15.6, 649, 0], [94.1, 0.1, -1.0, -1.0, 198.8, 191.0, 20, -74.0, 15.9, 649, 0], [93.8, 0.2, -1.0, -1.0, 178.0, 171.4, 20, -74.5, 15.6, 649, 0], [94.0, 0.1, -1.0, -1.0, 211.5, 194.2, 20, -74.4, 16.4, 649, 0], [90.2, 0.0, -1.0, -1.0, 173.5, 169.9, 20, -74.0, 15.8, 649, 0], [90.1, 0.0, -1.0, -1.0, 217.9, 201.9, 20, -73.6, 15.7, 649, 0], [94.0, 0.0, -1.0, -1.0, 177.9, 178.6, 20, -73.8, 15.9, 649, 0], [94.0, 0.0, -1.0, -1.0, 243.0, 193.3, 20, -74.0, 16.5, 649, 0], [93.7, 0.0, -1.0, -1.0, 199.8, 159.4, 20, -75.5, 21.9, 649, 0], [93.4, 0.0, -1.0, -1.0, 164.0, 196.4, 20, -73.4, 23.6, 649, 0], [92.9, 0.0, -1.0, -1.0, 174.9, 169.4, 20, -73.3, 23.6, 649, 0], [97.1, 0.0, -1.0, -1.0, 209.4, 204.7, 20, -72.9, 23.9, 649, 0], [184.3, 0.0, -1.0, -1.0, 201.3, 165.3, 20, -75.9, 18.2, 649, 0], [182.8, 0.0, -1.0, -1.0, 208.5, 198.4, 20, -76.3, 18.2, 649, 0], [256.9, 0.1, -1.0, -1.0, 213.2, 161.7, 20, -76.0, 18.2, 648, 0], [256.9, 0.0, -1.0, -1.0, 216.8, 188.7, 20, -77.0, 18.2, 648, 0], [255.9, 0.0, -1.0, -1.0, 169.6, 188.8, 20, -78.9, 18.0, 648, 0], [196.4, 0.0, -1.0, -1.0, 223.5, 195.9, 20, -82.6, 17.6, 648, 0], [269.7, 0.4, -1.0, -1.0, 194.1, 154.2, 20, -88.9, 17.9, 648, 0], [281.8, 0.0, 100.0, 32.0, 207.1, 210.4, 20, -97.1, 19.9, 648, 1], [263.1, 0.1, -1.0, -1.0, 214.7, 178.1, 14, -74.3, 30.1, 453, 1], [293.5, 0.2, -1.0, -1.0, 160.8, 179.8, 14, -78.0, 30.0, 453, 1], [296.4, 0.1, -1.0, -1.0, 226.0, 162.2, 14, -77.8, 30.1, 453, 0], [307.6, 0.1, -1.0, -1.0, 197.0, 197.2, 14, -77.6, 29.7, 453, 0], [311.5, 0.1, 100.0, 56.0, 217.2, 165.9, 14, -78.0, 29.8, 453, 0], [283.0, 0.0, 100.0, 26.0, 198.8, 211.5, 14, -77.8, 30.3, 453, 0], [359.4, 0.0, -1.0, -1.0, 207.4, 167.9, 14, -77.7, 29.7, 453, 0], [341.8, 0.0, -1.0, -1.0, 208.5, 201.8, 14, -77.9, 30.0, 453, 0], [352.3, 0.0, -1.0, -1.0, 192.9, 177.1, 14, -89.8, 22.5, 453, 0]]"
8,6746f9128bebd03d,1722949555,14.0,model-2,cmnet,com.tencent.wemeet.app,"[[58.4, 0.0, -1.0, -1.0, 137.3, 170.2, 20, -74.0, 20.2, 639, 0], [58.9, 0.0, -1.0, -1.0, 146.2, 195.4, 20, -73.7, 19.5, 639, 0], [58.7, 0.0, -1.0, -1.0, 174.5, 171.0, 20, -74.1, 19.9, 639, 0], [60.1, 0.0, -1.0, -1.0, 164.0, 197.5, 20, -76.0, 17.8, 639, 0], [61.4, 0.0, -1.0, -1.0, 148.0, 170.8, 20, -75.8, 17.9, 639, 0], [63.2, 0.0, -1.0, -1.0, 137.8, 190.0, 20, -75.8, 17.8, 639, 0], [62.7, 0.0, -1.0, -1.0, 159.0, 172.7, 20, -76.4, 18.3, 639, 0], [62.4, 0.0, -1.0, -1.0, 152.2, 196.9, 20, -75.8, 17.5, 639, 0], [61.9, 0.0, -1.0, -1.0, 166.4, 179.1, 20, -76.1, 18.3, 639, 0], [61.6, 0.0, 100.0, 28.0, 150.9, 202.5, 20, -76.3, 17.7, 639, 0], [61.1, 0.0, 100.0, 36.0, 183.6, 174.8, 20, -75.8, 18.5, 639, 0], [60.9, 0.0, -1.0, -1.0, 181.2, 196.2, 20, -76.4, 17.5, 639, 0], [60.9, 0.0, -1.0, -1.0, 169.5, 165.8, 20, -76.3, 17.7, 639, 0], [61.5, 0.0, -1.0, -1.0, 142.6, 194.4, 20, -76.4, 18.3, 638, 0], [61.2, 0.0, -1.0, -1.0, 127.2, 167.8, 20, -76.4, 17.8, 638, 0], [61.2, 0.0, -1.0, -1.0, 171.3, 195.7, 20, -73.6, 9.4, 638, 0], [61.0, 0.0, -1.0, -1.0, 156.4, 164.5, 20, -74.5, 9.1, 638, 0], [60.7, 0.0, -1.0, -1.0, 146.0, 197.2, 20, -77.9, 18.0, 638, 0], [60.7, 0.0, -1.0, -1.0, 176.0, 167.6, 20, -77.6, 17.8, 638, 0], [64.1, 0.0, -1.0, -1.0, 137.1, 197.2, 20, -86.7, 23.9, 638, 0], [64.1, 0.4, -1.0, -1.0, 148.4, 166.1, 20, -110.0, 12.0, 638, 1], [64.1, 0.8, -1.0, -1.0, 135.2, 196.0, 20, -83.8, 22.8, 2147483647, 0], [64.1, 1.4, -1.0, -1.0, 133.6, 170.0, 14, -83.7, 23.2, 406, 0], [64.6, 0.0, -1.0, -1.0, 137.6, 195.4, 14, -89.2, 20.7, 406, 0], [71.0, 0.0, -1.0, -1.0, 134.8, 170.1, 14, -89.4, 20.8, 406, 1], [71.0, 0.0, -1.0, -1.0, 141.6, 205.1, 14, -88.6, 21.0, 485, 0], [73.0, 0.0, -1.0, -1.0, 149.9, 193.0, 14, -82.6, 15.9, 485, 1], [73.0, 0.0, -1.0, -1.0, 132.9, 163.9, 14, -83.0, 16.5, 485, 0], [73.4, 0.0, -1.0, -1.0, 92.3, 197.9, 14, -82.7, 16.0, 485, 1], [75.6, 0.0, 100.0, 67.0, 107.7, 141.1, 14, -83.0, 16.3, 485, 1]]"
