ts,rtt,pkgLossRat,dlThroughput,ulThroughput,dnsLatency,dnsSuccessRate,rsrp,rsrq,snr,mimoLayer,mcs,rat,cid,label
16:41:46,92.7,0.0,5.6,0.2,26.0,92.0,-85,-10,30,2,7,20,664,0
16:41:47,97.8,0.0,6.0,0.2,23.9,100.8,-83,-7,30,2,7,20,664,0
16:41:48,92.7,0.0,5.6,0.2,26.0,92.0,-85,-10,30,2,7,20,664,0
16:41:49,90.2,0.0,6.7,0.2,27.7,91.0,-89,-14,30,2,7,20,664,0
16:41:50,89.5,0.0,6.8,0.2,26.0,92.0,-83,-10,34,2,10,20,664,0
16:41:51,81.7,0.0,6.9,0.2,25.2,100.7,-81,-7,36,2,10,20,664,0
16:41:52,89.5,0.0,6.8,0.2,26.0,92.0,-83,-10,34,2,10,20,664,0
16:41:53,58.7,0.0,3.3,0.1,27.3,100.6,-86,-6,33,2,10,20,664,0
16:41:54,28.6,0.0,0.3,0.1,26.0,92.0,-81,-10,33,1,12,20,664,0
16:41:55,28.4,0.0,0.3,0.1,24.6,95.1,-85,-6,34,1,12,20,664,0
16:41:56,28.6,0.0,0.3,0.1,26.0,92.0,-81,-10,33,1,12,20,664,0
16:41:57,74.1,0.0,16.0,0.4,24.9,95.4,-79,-6,31,1,12,20,664,0
16:41:58,125.4,0.0,29.9,0.8,26.0,92.0,-91,-10,29,2,14,20,664,0
16:41:59,113.0,0.0,30.8,0.8,27.5,91.2,-96,-14,27,2,14,20,664,0
16:42:00,125.4,0.0,29.9,0.8,26.0,92.0,-91,-10,29,2,14,20,664,0
16:42:01,114.7,0.0,23.9,0.7,26.2,94.5,-103,-7,13,2,6,20,664,0
16:42:02,96.6,0.0,17.3,0.5,25.0,95.0,-99,-10,14,2,6,20,664,0
16:42:03,87.5,0.0,16.3,0.5,26.8,89.9,-95,-12,17,2,6,20,664,0
16:42:04,96.6,0.0,17.3,0.5,25.0,95.0,-99,-10,14,2,6,20,664,0
16:42:05,122.9,0.0,19.0,0.6,25.5,101.5,-101,-12,11,2,6,20,664,0
16:42:06,141.5,0.0,18.7,0.8,27.0,96.0,-117,-11,5,1,16,20,664,0
16:42:07,129.9,0.0,18.6,0.7,27.0,89.3,-117,-12,3,1,16,20,664,0
16:42:08,141.5,0.0,18.7,0.8,27.0,96.0,-117,-11,5,1,16,20,664,0
16:42:09,129.6,0.0,12.2,0.4,25.4,104.9,-76,-7,26,1,22,14,352,0
16:42:10,128.4,0.0,6.4,0.2,28.0,96.0,-75,-7,25,1,22,14,352,0
16:42:11,122.4,0.0,6.8,0.2,27.7,91.6,-76,-3,22,1,22,14,352,0
16:42:12,128.4,0.0,6.4,0.2,28.0,96.0,-75,-7,25,1,22,14,352,0
16:42:13,233.9,0.0,11.9,0.2,34.3,101.5,-90,-1,22,1,21,14,352,0
16:42:14,368.9,0.0,17.0,0.3,36.0,97.0,-90,-3,22,1,21,14,352,0
16:42:15,378.3,0.0,17.6,0.3,35.4,88.1,-93,-5,23,1,21,14,352,0
16:42:16,368.9,0.0,17.0,0.3,36.0,97.0,-90,-3,22,1,21,14,352,0
16:42:17,259.6,0.0,15.4,0.4,37.1,94.0,-95,-11,7,1,22,14,351,0
16:42:18,195.1,0.0,16.0,0.3,37.0,97.0,-91,-9,10,1,22,14,351,0
16:42:19,213.0,0.0,16.9,0.3,36.9,96.8,-95,-8,10,1,22,14,351,0
16:42:20,195.1,0.0,16.0,0.3,37.0,97.0,-91,-9,10,1,22,14,351,0
16:42:21,187.8,0.0,15.3,0.4,33.5,103.3,-87,-8,11,1,25,14,351,0
16:42:22,198.9,0.0,14.6,0.4,37.0,97.0,-87,-8,14,1,25,14,351,0
16:42:23,201.1,0.0,15.1,0.4,38.2,101.4,-89,-12,15,1,25,14,351,0
16:42:24,198.9,0.0,14.6,0.4,37.0,97.0,-87,-8,14,1,25,14,351,0
16:42:25,155.2,0.0,8.0,0.3,39.4,103.5,-82,-11,17,1,25,14,351,0
16:42:26,129.1,0.0,1.2,0.2,37.0,98.0,-72,-10,39,1,24,14,351,0
16:42:27,123.7,0.0,1.2,0.2,34.5,89.1,-67,-5,37,1,24,14,351,0
16:42:28,129.1,0.0,1.2,0.2,37.0,98.0,-72,-10,39,1,24,14,351,0
16:42:29,127.3,0.0,9.3,0.2,35.6,103.3,-71,-14,17,1,28,14,351,0
16:42:30,113.4,0.0,15.9,0.3,37.0,98.0,-75,-13,18,1,28,14,351,0
16:42:31,104.2,0.0,15.2,0.3,35.1,90.6,-71,-17,20,1,28,14,351,0
